AZ,A,Z,AX,ME
7934,79,34,79se,-75917.6
7934.1,79,34.1,79sem,-75821.8
7935,79,35,79br,-76068.5
7935.1,79,35.1,79brm,-75860.9
7936,79,36,79kr,-74443
7936.1,79,36.1,79krm,-74313
7936.2,79,36.2,79krn,-74296
7937,79,37,79rb,-70803
7938,79,38,79sr,-65477
7939,79,39,79y,-58360
7940,79,40,79zr,-47360
8029,80,29,80cu,-36450
8030,80,30,80zn,-51840
8031,80,31,80ga,-59140
8032,80,32,80ge,-69515
8033,80,33,80as,-72159
8034,80,34,80se,-77759.9
8035,80,35,80br,-75889.5
8035.1,80,35.1,80brm,-75803.7
8036,80,36,80kr,-77892.5
8037,80,37,80rb,-72173
8037.1,80,37.1,80rbm,-71679
8038,80,38,80sr,-70308
8039,80,39,80y,-61220
8039.1,80,39.1,80ym,-60990
8039.2,80,39.2,80yxn,-60910
8040,80,40,80zr,-55520
8130,81,30,81zn,-46130
8131,81,31,81ga,-57980
8132,81,32,81ge,-66300
8132.1,81,32.1,81gem,-65620
8133,81,33,81as,-72533
8134,81,34,81se,-76389.5
8134.1,81,34.1,81sem,-76286.5
8135,81,35,81br,-77974.8
8135.1,81,35.1,81brm,-77438.6
8136,81,36,81kr,-77694
8136.1,81,36.1,81krm,-77503.4
8137,81,37,81rb,-75455
8137.1,81,37.1,81rbm,-75369
8138,81,38,81sr,-71528
8139,81,39,81y,-66020
8140,81,40,81zr,-58490
8141,81,41,81nb,-47480
8230,82,30,82zn,-42460
8231,82,31,82ga,-53100
8232,82,32,82ge,-65620
8233,82,33,82as,-70320
8233.1,82,33.1,82asm,-70075
8234,82,34,82se,-77594
8235,82,35,82br,-77496.5
8235.1,82,35.1,82brm,-77450.6
8236,82,36,82kr,-80589.5
8237,82,37,82rb,-76188.2
8237.1,82,37.1,82rbm,-76119.1
8238,82,38,82sr,-76008
8239,82,39,82y,-68190
8239.1,82,39.1,82ym,-67790
8240,82,40,82zr,-64190
8241,82,41,82nb,-52970
8330,83,30,83zn,-36300
8331,83,31,83ga,-49390
8332,83,32,83ge,-60900
8333,83,33,83as,-69880
8334,83,34,83se,-75341
8334.1,83,34.1,83sem,-75113
8335,83,35,83br,-79009
8335.1,83,35.1,83brm,-75940
8336,83,36,83kr,-79981.7
8336.1,83,36.1,83krm,-79972.3
8336.2,83,36.2,83krn,-79940.1
8337,83,37,83rb,-79075
8337.1,83,37.1,83rbm,-79033
8338,83,38,83sr,-76795
8338.1,83,38.1,83srm,-76536
8339,83,39,83y,-72330
8339.1,83,39.1,83ym,-72270
8340,83,40,83zr,-66460
8340.1,83,40.1,83zrm,-66410
8340.2,83,40.2,83zrn,non-exist
8341,83,41,83nb,-58960
8342,83,42,83mo,-47750
8431,84,31,84ga,-44110
8432,84,32,84ge,-58250
8433,84,33,84as,-66080
8433.1,84,33.1,84asm,-66080
8434,84,34,84se,-75952
8435,84,35,84br,-77799
8435.1,84,35.1,84brm,-77460
8435.2,84,35.2,84brn,-77391
8436,84,36,84kr,-82431
8436.1,84,36.1,84krm,-79195
8437,84,37,84rb,-79750
8437.1,84,37.1,84rbm,-79286.4
8438,84,38,84sr,-80644
8439,84,39,84y,-74160
8439.1,84,39.1,84ym,-74230
8440,84,40,84zr,-71490
8441,84,41,84nb,-61880
8441.1,84,41.1,84nbm,-61540
8442,84,42,84mo,-55810
8531,85,31,85ga,-40050
8532,85,32,85ge,-53070
8533,85,33,85as,-63320
8534,85,34,85se,-72428
8535,85,35,85br,-78610
8536,85,36,85kr,-81480.3
8536.1,85,36.1,85krm,-81175.4
8536.2,85,36.2,85krn,-79488.5
8537,85,37,85rb,-82167.331
8538,85,38,85sr,-81102.6
8538.1,85,38.1,85srm,-80863.9
8539,85,39,85y,-77842
8539.1,85,39.1,85ym,-77822
8540,85,40,85zr,-73150
8540.1,85,40.1,85zrm,-72860
8541,85,41,85nb,-67150
8541.1,85,41.1,85nbm,-66390
8542,85,42,85mo,-59100
8543,85,43,85tc,-47670
8631,86,31,86ga,-34350
8632,86,32,86ge,-49840
8633,86,33,86as,-59150
8634,86,34,86se,-70541
8635,86,35,86br,-75640
8636,86,36,86kr,-83265.57
8637,86,37,86rb,-82747.02
8637.1,86,37.1,86rbm,-82190.97
8638,86,38,86sr,-84523.6
8638.1,86,38.1,86srm,-81567.9
8639,86,39,86y,-79284
8639.1,86,39.1,86ym,-79066
8639.2,86,39.2,86yxn,-78982
8640,86,40,86zr,-77800
8641,86,41,86nb,-69830
8641.1,86,41.1,86nbm,-69580
8642,86,42,86mo,-64560
8643,86,43,86tc,-53210
8643.1,86,43.1,86tcm,-51710
8732,87,32,87ge,-44240
8733,87,33,87as,-55980
8734,87,34,87se,-66580
8735,87,35,87br,-73857
8736,87,36,87kr,-80709.43
8737,87,37,87rb,-84597.795
8738,87,38,87sr,-84880.4
8738.1,87,38.1,87srm,-84491.9
8739,87,39,87y,-83018.7
8739.1,87,39.1,87ym,-82637.9
8740,87,40,87zr,-79348
8740.1,87,40.1,87zrm,-79012
8741,87,41,87nb,-74180
8741.1,87,41.1,87nbm,-74180
8742,87,42,87mo,-67690
8743,87,43,87tc,-59120
8743.1,87,43.1,87tcm,-59100
8744,87,44,87ru,-47340
8832,88,32,88ge,-40140
8833,88,33,88as,-51290
8834,88,34,88se,-63880
8835,88,35,88br,-70730
8835.1,88,35.1,88brm,-70460
8836,88,36,88kr,-79692
8837,88,37,88rb,-82609
8838,88,38,88sr,-87921.7
8839,88,39,88y,-84299.1
8839.1,88,39.1,88ym,-83624.6
8839.2,88,39.2,88yxn,-83906.2
8840,88,40,88zr,-83623
8841,88,41,88nb,-76070
8841.1,88,41.1,88nbm,-76030
8842,88,42,88mo,-72700
8843,88,43,88tc,-62710
8843.1,88,43.1,88tcm,-62710
8844,88,44,88ru,-55650
8932,89,32,89ge,-33690
8933,89,33,89as,-47140
8934,89,34,89se,-59200
8935,89,35,89br,-68570
8936,89,36,89kr,-76730
8937,89,37,89rb,-81713
8938,89,38,89sr,-86209.1
8939,89,39,89y,-87701.7
8939.1,89,39.1,89ym,-86792.7
8940,89,40,89zr,-84869
8940.1,89,40.1,89zrm,-84281
8941,89,41,89nb,-80650
8941.1,89,41.1,89nbm,-80650
8942,89,42,89mo,-75004
8942.1,89,42.1,89mom,-74617
8943,89,43,89tc,-67840
